 
;キャラクター番号(NO)
番号,19
 
;名前(NAME), 呼び名(CALLNAME)
名前,東北イタコ
呼び名,イタコ
 
;基礎(BASE)
基礎,体力,1900
基礎,気力,2500
 
;素質(TALENT)
素質,情緒豊か,
素質,一線越えない,
素質,恥薄い,
素質,痛みに強い,
素質,両刀,
素質,Ｖ敏感,
素質,巨乳,
素質,長身,
素質,撮影技能,
 
;能力(ABL)
能力,従順,0
能力,欲望,1
能力,技巧,1
能力,Ｃ感覚,0
能力,Ｖ感覚,2
能力,Ａ感覚,0
能力,Ｂ感覚,0
能力,奉仕精神,0
能力,露出癖,0
能力,レズっ気,3
能力,ＢＬっ気,0
能力,マゾっ気,0
能力,自慰中毒,1
能力,精液中毒,0
能力,レズ中毒,0
能力,苦痛中毒,0
能力,拘束中毒,0
能力,会話,0
能力,愛撫,0
能力,道具,1
能力,性交,0
能力,羞恥,0
能力,奉仕,0
能力,加虐,0
能力,異常,0
能力,使役,0
 
;経験(EXP)
経験,Ｃ経験,30
経験,Ｖ経験,50
経験,Ｂ経験,20
経験,自慰経験,100
経験,絶頂経験,10
経験,性知識,10
 
;相性(RELATION)
相性,5,300,    ;ずん子
相性,10,150,   ;きりたん
 
;装着物(EQUIP)
装着物,アクセサリ,0,     ;1,手袋、2,袖、3,羽衣
装着物,靴下,4,           ;1,ソックス、2,ニーソックス、3,ガーターストッキング、4,足袋
装着物,下半身下着,2,     ;1,ドロワーズ、2,パンティ、3,トランクス、4,パンティストッキング、5,褌
装着物,上半身下着,1,     ;1,ブラジャー、2,キャミソール、3,さらし、4,Ｔシャツ
装着物,下半身上着,0,     ;1,スカート、2,キュロット、3,ズボン、4,袴
装着物,上半身上着,0,     ;1,上着
装着物,全身上着,1,       ;1,和服、2,導師服、3,ワンピース
 
;キャラ情報(CSTR)
CSTR,二つ名,VOICEROID
CSTR,登場名,東北イタコ
CSTR,ローマ字,Tohoku Itako
CSTR,曲１,--
CSTR,曲２,--
 
;呼び方リスト(CSTR)
CSTR,基本敬称,基本_呼び名さん
CSTR,呼び方リスト,あなた_マスター/月読ショウタ_ショウタくん/月読アイ_アイちゃん/東北ずん子_ずんちゃん/琴葉茜_茜ちゃん/琴葉葵_葵ちゃん/東北きりたん_きりちゃん/紲星あかり_あかりちゃん/如月ついな_ついなちゃん/音街ウナ_ウナちゃん

