 
;キャラクター番号(NO)
番号,21
 
;名前(NAME), 呼び名(CALLNAME)
名前,役ついな
呼び名,ついな
 
;基礎(BASE)
基礎,体力,1600
基礎,気力,2000
 
;素質(TALENT)
素質,処女,
素質,衝動的,
素質,好奇心,
素質,解放,
素質,恥じらい,
素質,痛みに強い,
素質,習得遅い,
素質,針さばき,
素質,おもらし癖,
素質,道具使い,
素質,心根優しい,
素質,親しみやすい,
素質,貧乳,
素質,小柄,
 
;能力(ABL)
能力,従順,1
能力,欲望,1
能力,技巧,0
能力,Ｃ感覚,2
能力,Ｖ感覚,0
能力,Ａ感覚,0
能力,Ｂ感覚,0
能力,奉仕精神,0
能力,露出癖,2
能力,レズっ気,1
能力,ＢＬっ気,0
能力,マゾっ気,2
能力,自慰中毒,0
能力,精液中毒,0
能力,レズ中毒,0
能力,苦痛中毒,0
能力,拘束中毒,0
能力,会話,2
能力,愛撫,0
能力,道具,3
能力,性交,0
能力,羞恥,1
能力,奉仕,0
能力,加虐,2
能力,異常,0
能力,使役,0
 
;経験(EXP)
経験,Ｃ経験,100
経験,Ｂ経験,20
経験,絶頂経験,10
経験,道具使用経験,40

;相性(RELATION)
相性,6,120     ;茜
相性,18,120    ;あかり
 
;装着物(EQUIP)
装着物,アクセサリ,2,     ;1,手袋、2,袖、3,羽衣	
装着物,靴下,4,           ;1,ソックス、2,ニーソックス、3,ガーターストッキング、4,足袋
装着物,下半身下着,4,     ;1,ドロワーズ、2,パンティ、3,トランクス、4,パンティストッキング、5,褌
装着物,上半身下着,3,     ;1,ブラジャー、2,キャミソール、3,さらし、4,Ｔシャツ
装着物,下半身上着,0,     ;1,スカート、2,キュロット、3,ズボン、4,袴
装着物,上半身上着,1,     ;1,上着
装着物,全身上着,1,       ;1,和服、2,導師服、3,ワンピース
 
;キャラ情報(CSTR)
CSTR,二つ名,VOICEROID
CSTR,登場名,役ついな
CSTR,ローマ字,Kisaragi Tsuina
 
;呼び方リスト(CSTR)
CSTR,基本敬称,基本_呼び名はん
CSTR,呼び方リスト,月読ショウタ_ショウタくん/月読アイ_アイちゃん/弦巻マキ_マキさん/結月ゆかり_ゆかりはん/東北ずん子_ずん子はん/琴葉茜_茜ちゃん/琴葉葵_葵はん/水奈瀬コウ_コウはん/京町セイカ_セイカはん/東北きりたん_きりたん/紲星あかり_あかりはん/東北イタコ_イタコはん/桜乃そら_そらはん/伊織弓鶴_伊織ん/小春立花_立花ちゃん/さとうささら_ささらはん/すずきつづみ_つづみはん/タカハシ_タカハシはん/ＯＮＥ_ＯＮＥはん/ＩＡ_ＩＡはん/ギャラ子_ギャラ子はん/音街ウナ_ウナ/鳴花ヒメ_ヒメちん/鳴花ミコト_ミコトはん/flower_flowerはん/あなた_マスター

